
2025-04-23 08:45:02:141 Info  @UtlLogger instance created
2025-04-23 08:45:02:142 Info  @starting UroBiopsy (SVN 858)
2025-04-23 08:45:02:658 Info  @MainWindow instance created

2025-04-23 08:45:31:144 User  @user 'service' login
2025-04-23 08:45:31:190 Info  @UroBiopsy launched
2025-04-23 08:45:31:191 Info  @SurgeryController instance created
2025-04-23 08:45:31:194 Info  @Robot Unit: TX-05-00
2025-04-23 08:45:31:244 Info  @VisualEngine instance created
2025-04-23 08:45:33:415 MCU   @firmware version (Master): 1.0.0_004
2025-04-23 08:45:33:416 MCU   @mcu controller connected: COM11 (baudrate: 115200)
2025-04-23 08:45:33:583 MCU   @firmware version (Node 3): 1.0.0.14
2025-04-23 08:45:33:686 MCU   @firmware version (Node 4): 1.0.0.14
2025-04-23 08:45:33:769 MCU   @firmware version (Node 5): 1.0.0.14
2025-04-23 08:45:33:871 MCU   @firmware version (Node 6): 1.0.0.14
2025-04-23 08:45:33:974 MCU   @firmware version (Node 7): 1.0.0.14
2025-04-23 08:45:34:076 MCU   @firmware version (Node 8): 1.0.0.14
2025-04-23 08:45:34:179 MCU   @firmware version (Node 9): 1.0.0.14
2025-04-23 08:45:34:282 MCU   @firmware version (Node 10): 1.0.0.14
2025-04-23 08:45:34:364 MCU   @firmware version (Node 11): 1.0.0.16
2025-04-23 08:45:34:466 MCU   @firmware version (Node 12): 1.0.0.14
2025-04-23 08:45:34:589 MCU   @firmware operation mode (Node 3): 1
2025-04-23 08:45:34:651 MCU   @firmware operation mode (Node 4): 1
2025-04-23 08:45:34:651 MCU   @firmware support speed control
2025-04-23 08:45:34:774 MCU   @firmware operation mode (Node 5): 1
2025-04-23 08:45:34:831 DEBUG @S.SC state (7, 24)
2025-04-23 08:45:34:831 DEBUG @E.SC state (7, 24)
2025-04-23 08:45:34:831 DEBUG @S.VE state (7, 24)
2025-04-23 08:45:34:832 DEBUG @E.VE state (7, 24)
2025-04-23 08:45:34:832 DEBUG @S.MW state (7, 24)
2025-04-23 08:45:34:858 MCU   @firmware operation mode (Node 6): 1
2025-04-23 08:45:34:982 MCU   @firmware operation mode (Node 7): 1
2025-04-23 08:45:35:084 MCU   @firmware operation mode (Node 8): 1
2025-04-23 08:45:35:186 MCU   @firmware operation mode (Node 9): 1
2025-04-23 08:45:35:268 MCU   @firmware operation mode (Node 10): 1
2025-04-23 08:45:35:493 MCU   @firmware operation mode (Node 12): 1
2025-04-23 08:45:35:596 MCU   @firmware acceptable error range (Node 3): 512
2025-04-23 08:45:35:597 MCU   @[X] error range replaced with local set: 11741
2025-04-23 08:45:35:679 MCU   @firmware acceptable error range (Node 4): 512
2025-04-23 08:45:35:679 MCU   @[Y] error range replaced with local set: 11741
2025-04-23 08:45:35:802 MCU   @firmware acceptable error range (Node 5): 512
2025-04-23 08:45:35:803 MCU   @[V] error range replaced with local set: 6154
2025-04-23 08:45:35:885 MCU   @firmware acceptable error range (Node 6): 512
2025-04-23 08:45:35:885 MCU   @[H] error range replaced with local set: 6154
2025-04-23 08:45:36:008 MCU   @firmware acceptable error range (Node 7): 512
2025-04-23 08:45:36:009 MCU   @[N] error range replaced with local set: 19376
2025-04-23 08:45:36:091 MCU   @firmware acceptable error range (Node 8): 512
2025-04-23 08:45:36:092 MCU   @[R] error range replaced with local set: 4097
2025-04-23 08:45:36:195 Frame @frame grabber simulator started
2025-04-23 08:45:36:215 MCU   @firmware acceptable error range (Node 9): 512
2025-04-23 08:45:36:215 MCU   @[P] error range replaced with local set: 4097
2025-04-23 08:45:36:298 MCU   @firmware operation mode (Node 11): 1
2025-04-23 08:45:36:381 MCU   @firmware acceptable error range (Node 12): 512
2025-04-23 08:45:36:381 MCU   @[Z] error range replaced with local set: 17615
2025-04-23 08:45:38:834 DEBUG @E.MW state (7, 24)

2025-04-23 08:45:39:085 User  @on_startInitRobot_clicked
2025-04-23 08:45:40:103 Info  @switch LED light to Red
2025-04-23 08:45:40:105 DEBUG @S.SC state (7, 25)
2025-04-23 08:45:40:105 DEBUG @E.SC state (7, 25)
2025-04-23 08:45:40:106 DEBUG @S.VE state (7, 25)
2025-04-23 08:45:40:106 DEBUG @E.VE state (7, 25)
2025-04-23 08:45:40:106 DEBUG @S.MW state (7, 25)
2025-04-23 08:45:40:143 DEBUG @E.MW state (7, 25)
2025-04-23 08:45:40:209 MCU   @set motor P sensors to 'stop'
2025-04-23 08:45:40:210 MCU   @set motor R sensors to 'stop'
2025-04-23 08:45:40:233 MCU   @[X] start searching reference
2025-04-23 08:45:40:577 MCU   @[Y] start searching reference
2025-04-23 08:45:40:920 MCU   @[Z] start searching reference
2025-04-23 08:45:49:219 MCU   @[Y] stopped by sensor L
2025-04-23 08:45:49:220 MCU   @[Y] reset physical position to 0
2025-04-23 08:45:49:422 MCU   @[Y] reference found (SENSOR)
2025-04-23 08:45:49:423 MCU   @[Y] max: 0.00
2025-04-23 08:45:49:425 MCU   @[P] start searching reference
2025-04-23 08:45:49:770 MCU   @[N] start searching reference
2025-04-23 08:45:50:554 MCU   @[P] stopped by sensor L
2025-04-23 08:45:50:616 MCU   @[P] reset physical position to 0
2025-04-23 08:45:50:818 MCU   @[P] reference found (SENSOR)
2025-04-23 08:45:50:818 MCU   @[P] max: 0.00
2025-04-23 08:45:50:819 MCU   @[Y] start clearing: -19.50
2025-04-23 08:45:51:531 MCU   @[X] stopped by sensor L
